GeneID,Symbol,Description,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
55723,ASF1B,anti-silencing function 1B histone chaperone,142.82519477746442,-1.168424780084781,0.20813102284916069,-5.613890539189712,1.97827384382752e-8,1.962606977144859e-6
10721,POLQ,DNA polymerase theta,178.38784208352376,-1.0347074741815436,0.18468033461135666,-5.602694387353117,2.110451434165149e-8,2.066006165551605e-6
54821,ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase",131.30621665691683,-1.13408754802266,0.20381034686238408,-5.5644257785813664,2.6301704330885478e-8,2.508334151091285e-6
157570,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,105.41943480989924,-1.0621012446285405,0.19275452470091986,-5.510123543281327,3.585819313525168e-8,3.173986891768206e-6
147841,SPC24,SPC24 component of NDC80 kinetochore complex,131.03415567305967,-1.0556043138433264,0.19472154592818558,-5.421096616769052,5.9234532815263174e-8,4.711006168236245e-6
760,CA2,carbonic anhydrase 2,143.1844991076552,-1.1717820043059153,0.21663633664597862,-5.408981810012835,6.338406650157265e-8,4.9837408033311e-6
57405,SPC25,SPC25 component of NDC80 kinetochore complex,90.3526397074898,-1.1499353605808937,0.215724394661261,-5.330576369847128,9.790155195004813e-8,7.346095131602088e-6
4605,MYBL2,MYB proto-oncogene like 2,292.2245556487718,-1.0280355338946048,0.19342488497837193,-5.314908337722708,1.0671102948664323e-7,7.8870121893578e-6
9241,NOG,noggin,83.06818130888634,-1.234406909019123,0.2323682651953773,-5.31228697680048,1.0825794133881671e-7,7.922123212229647e-6
332,BIRC5,baculoviral IAP repeat containing 5,629.2797640510087,-1.0844776365386823,0.20709945900775112,-5.236506371067312,1.6364459586357197e-7,1.168596336258609e-5
55789,DEPDC1B,DEP domain containing 1B,89.07831563082799,-1.1356682010389445,0.21769475648054293,-5.21679171055481,1.8204877589595518e-7,1.2875813422459377e-5
58189,WFDC1,WAP four-disulfide core domain 1,644.4097551224568,-1.2977584460395073,0.25045648522288394,-5.181572538976653,2.2002298951271285e-7,1.5127348051055448e-5
3242,HPD,4-hydroxyphenylpyruvate dioxygenase,742.9641789114014,-1.1589081684063947,0.2263500868879154,-5.119981106878327,3.055662677750565e-7,2.0438373621044726e-5
2922,GRP,gastrin releasing peptide,120.71126649207993,-1.130839983013883,0.22134173205619054,-5.109022923552457,3.238290669484248e-7,2.1274850078362733e-5
641,BLM,BLM RecQ like helicase,103.44258485948669,-1.0167441460560973,0.20261671990680055,-5.018066359596475,5.219414967744072e-7,3.1881566964129286e-5
220042,DDIAS,DNA damage induced apoptosis suppressor,119.97175305011861,-1.0430977752763912,0.2122088477389177,-4.91543018300407,8.858771760408806e-7,5.175903721832529e-5
387103,CENPW,centromere protein W,83.57014629975586,-1.1653456169312213,0.2455097532669505,-4.746636748333596,2.0682690955496833e-6,1.1117510461969243e-4
105370035,LOC105370035,uncharacterized LOC105370035,184.79039822716922,-1.2229515306516692,0.2589740551977349,-4.7222936278999335,2.331996726788101e-6,1.2137878737810461e-4
107985728,LOC107985728,collagen alpha-1(III) chain-like,166.1037491512907,-1.150168622150518,0.257549178912138,-4.46582135112492,7.976214871769469e-6,3.6452008004499257e-4
57211,ADGRG6,adhesion G protein-coupled receptor G6,78.75959859121696,-1.1055701588899258,0.24948309696332932,-4.431443141225835,9.360449696462397e-6,4.2313812664558767e-4
11144,DMC1,DNA meiotic recombinase 1,40.40060704420006,-1.3007665974780682,0.30841960061194046,-4.21752247554045,2.4700120690545974e-5,9.58312819022705e-4
79733,E2F8,E2F transcription factor 8,41.28185399784622,-1.3028437967190478,0.30972838211294224,-4.20640752336338,2.5946218311596416e-5,9.987942684427558e-4
152573,SHISA3,shisa family member 3,37.86731635285238,-1.6132925929393802,0.38956592423730385,-4.141256954385579,3.454077475824083e-5,0.0012828686745636078
10584,COLEC10,collectin subfamily member 10,39.89070268663225,-1.2182957323453616,0.2992868135478697,-4.070662913287692,4.6879543206576084e-5,0.0016698154401918258
101927813,HMMR-AS1,HMMR antisense RNA 1,52.093135738995706,-1.1173700715044177,0.27472363598050414,-4.067251321556156,4.75709301918673e-5,0.0016822810767851254
284013,VMO1,vitelline membrane outer layer 1 homolog,215.6939545172546,-1.3207200208588599,0.3359522480751412,-3.931273055697664,8.449723606326922e-5,0.002674599878987678
107985017,LOC107985017,uncharacterized LOC107985017,27.7805504560535,-1.2056134569305423,0.3754523858921265,-3.211095473706577,0.0013222999519345868,0.024101403069663456
79019,CENPM,centromere protein M,65.77356396558733,-1.0411655873069614,0.3306884113486509,-3.1484792075439296,0.0016412239863025334,0.028408165065016453
